rank,ratio_usd_per_100,website,name,price_usd,value,needs_check,flags,price_outlier_hint,cross_shop_median_usd,eur_per_100_from_usd,usd_to_eur_rate,fx_source,fx_timestamp
179,4.5452,Bloxxer,Rainbow Gun,19.09,420,False,,False,23.39,3.9295,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
180,4.5500,StarPets,Hallowgun,0.91,20,False,,False,1.84,3.9336,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
181,4.5526,Bloxxer,Chroma Raygun,625.98,13750,False,,False,663.63,3.9358,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
182,4.5528,Bloxxer,Darkshot,81.95,1800,False,,False,93.59,3.9360,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
183,4.5600,LOLGA,Sunset,28.50,625,False,,False,37.64,3.9422,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
184,4.5709,LOLGA,Chroma Sands,79.99,1750,False,,False,138.69,3.9516,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
185,4.5714,StarPets,Boneblade,0.32,7,False,,False,0.69,3.9521,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
186,4.6000,LOLGA,Icebreaker,2.99,65,False,,False,5.34,3.9768,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
187,4.6471,StarPets,Blaster,0.79,17,False,,True,1.99,4.0175,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
188,4.7000,StarPets,Spider,0.47,10,False,,True,1.19,4.0633,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
189,4.7000,StarPets,Chroma Candleflame,1.88,40,False,,False,3.69,4.0633,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
190,4.7044,Bloxxer,Blossom,64.45,1370,False,,False,75.69,4.0671,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
191,4.7186,BuyBlox,Alienbeam,99.09,2100,False,,False,95.52,4.0793,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
192,4.7333,StarPets,Plasmablade,0.71,15,False,,True,2.39,4.0921,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
193,4.7692,StarPets,Minty,0.62,13,False,,False,0.89,4.1231,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
194,4.7912,LOLGA,Heart Wand,16.29,340,False,,False,22.74,4.1421,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
195,4.8000,LOLGA,Ornament,1.68,35,False,,False,3.09,4.1497,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
196,4.8070,LOLGA,Xenoshot,13.70,285,False,,False,21.24,4.1558,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
197,4.8182,StarPets,Laser,1.06,22,False,,False,2.29,4.1655,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
198,4.8378,LOLGA,C. Elderwood Blade,1.79,37,False,,False,2.84,4.1824,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
199,4.8462,StarPets,Cookiecane,0.63,13,False,,True,2.39,4.1896,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
200,4.8971,Bloxxer,Evergun,168.95,3450,False,,False,187.09,4.2337,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
201,4.9000,StarPets,Chroma Laser,1.96,40,False,,False,2.69,4.2362,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
202,4.9231,LOLGA,Snowstorm,12.80,260,False,,False,16.69,4.2561,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
203,4.9257,Bloxxer,Sakura,66.99,1360,False,,False,75.69,4.2584,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
204,4.9275,BuyBlox,Chroma Alienbeam,1182.59,24000,False,,False,1006.46,4.2599,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
205,4.9444,StarPets,Logchopper,0.89,18,False,,False,1.19,4.2746,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
206,4.9444,BuyBlox,Swirly Gun,0.89,18,False,,False,0.99,4.2746,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
207,4.9762,StarPets,Batwing,2.09,42,False,,False,3.84,4.3021,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
208,4.9800,BuyBlox,Chroma Luger,2.49,50,False,,False,2.99,4.3054,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
209,4.9846,MM2Store,Chroma Evergreen,2392.59,48000,False,,False,2392.59,4.3093,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
210,4.9917,LOLGA,Bat,5.99,120,False,,False,9.44,4.3154,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
211,5.0000,StarPets,Shadow,0.30,6,False,,True,0.99,4.3226,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
212,5.0000,StarPets,Hallow's Edge,0.40,8,False,,False,0.79,4.3226,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
213,5.0492,BuyBlox,Chroma Snowstorm,214.59,4250,False,,False,236.04,4.3652,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
214,5.0527,BuyBlox,Celestial,123.79,2450,False,,False,140.00,4.3682,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
215,5.0556,StarPets,Plasmabeam,0.91,18,False,,False,2.00,4.3707,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
216,5.0909,StarPets,Amerilaser,1.12,22,False,,False,1.84,4.4012,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
217,5.1003,BuyBlox,Chroma Raygun,701.29,13750,False,,False,663.63,4.4093,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
218,5.1176,StarPets,Pixel,0.87,17,False,,False,0.99,4.4244,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
219,5.1212,BuyBlox,Darkbringer,1.69,33,False,,False,1.99,4.4274,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
220,5.1212,MM2Store,Makeshift,1.69,33,False,,False,1.74,4.4274,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
221,5.1250,StarPets,Eternal IV,0.41,8,False,,True,1.69,4.4307,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
222,5.1917,BuyBlox,Vampire's Axe,68.79,1325,False,,False,75.69,4.4884,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
223,5.1923,LOLGA,Blizzard,13.50,260,False,,False,15.19,4.4889,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
224,5.1994,BuyBlox,Darkshot,93.59,1800,False,,False,93.59,4.4951,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
225,5.2273,Luger,C. Traveler's Gun,11499.99,220000,False,,False,,4.5191,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
226,5.2353,BuyBlox,Battleaxe II,0.89,17,False,,False,1.04,4.5261,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
227,5.2353,BuyBlox,Pixel,0.89,17,False,,False,0.99,4.5261,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
228,5.2368,BuyBlox,Swirly Axe,1.99,38,False,,False,2.39,4.5274,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
229,5.2667,StarPets,Old Glory,0.79,15,False,,False,1.29,4.5532,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
230,5.2727,BuyBlox,Darksword,93.59,1775,False,,False,93.59,4.5584,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
231,5.2727,StarPets,Makeshift,1.74,33,False,,False,1.74,4.5584,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
232,5.2801,MM2Store,Chroma Evergun,3960.09,75000,False,,False,3078.02,4.5648,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
233,5.2857,StarPets,Eternal II,0.37,7,False,,True,1.39,4.5697,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
234,5.2857,StarPets,Frostbite,0.37,7,False,,True,0.89,4.5697,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
235,5.3000,StarPets,Heat,0.53,10,False,,True,1.99,4.5820,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
236,5.3077,BuyBlox,Jinglegun,0.69,13,False,,False,0.89,4.5887,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
237,5.3077,BuyBlox,Minty,0.69,13,False,,False,0.89,4.5887,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
238,5.3237,BuyBlox,Chroma Snowcannon,412.59,7750,False,,False,412.59,4.6025,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
239,5.3307,BuyBlox,Traveler's Axe,431.79,8100,False,,False,518.19,4.6086,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
240,5.3442,BuyBlox,Bauble,44.09,825,False,,False,44.09,4.6202,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
241,5.3494,BuyBlox,Chroma Ornament,96.29,1800,False,,False,115.59,4.6247,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
242,5.3636,BuyBlox,Vampire's Gun,104.59,1950,False,,False,104.59,4.6370,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
243,5.3688,LOLGA,Icepiercer,8.59,160,False,,False,11.84,4.6414,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
244,5.3858,BuyBlox,Sunrise,60.59,1125,False,,False,62.29,4.6562,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
245,5.4034,BuyBlox,Traveler's Gun,302.59,5600,False,,False,302.59,4.6714,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
246,5.4203,BuyBlox,Chroma Watergun,184.29,3400,False,,False,189.99,4.6860,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
247,5.4229,BuyBlox,Evergun,187.09,3450,False,,False,187.09,4.6882,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
248,5.4230,BuyBlox,Gingerscope,962.59,17750,False,,False,825.29,4.6884,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
249,5.4242,LOLGA,Iceblaster,1.79,33,False,,False,3.09,4.6894,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
250,5.4286,StarPets,Saw,0.38,7,False,,True,1.09,4.6932,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
251,5.4375,StarPets,Chroma Shark,1.74,32,False,,False,2.69,4.7009,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
252,5.4400,Bloxxer,Sunset,34.00,625,False,,False,37.64,4.7030,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
253,5.5000,StarPets,Hallow's Blade,0.44,8,False,,False,0.79,4.7549,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
254,5.5000,BuyBlox,Logchopper,0.99,18,False,,False,1.19,4.7549,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
255,5.5000,MM2Store,Swirly Gun,0.99,18,False,,False,0.99,4.7549,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
256,5.5009,BuyBlox,Chroma Heart Wand,233.79,4250,False,,False,257.19,4.7557,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
257,5.5013,BuyBlox,Chroma Blizzard,385.09,7000,False,,False,385.09,4.7560,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
258,5.5036,BuyBlox,Evergreen,137.59,2500,False,,False,165.09,4.7580,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
259,5.5047,BuyBlox,Snowcannon,46.79,850,False,,False,46.79,4.7590,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
260,5.5160,BuyBlox,Snow Dagger,13.79,250,False,,False,15.19,4.7687,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
261,5.5231,BuyBlox,Chroma Darkbringer,3.59,65,False,,False,4.29,4.7749,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
262,5.5248,BuyBlox,Blossom,75.69,1370,False,,False,75.69,4.7764,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
263,5.5308,BuyBlox,Icecream,7.19,130,False,,False,7.89,4.7815,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
264,5.5326,MM2Store,Chroma Bauble,1881.09,34000,False,,False,1199.99,4.7831,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
265,5.5654,BuyBlox,Sakura,75.69,1360,False,,False,75.69,4.8115,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
266,5.5690,BuyBlox,Rainbow Gun,23.39,420,False,,False,23.39,4.8146,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
267,5.5714,BuyBlox,America,0.39,7,False,,False,0.57,4.8167,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
268,5.5806,LOLGA,Treat,8.65,155,False,,False,10.94,4.8246,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
269,5.5879,Bloxxer,Chroma Watergun,189.99,3400,False,,False,189.99,4.8309,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
270,5.5919,BuyBlox,Soul,34.39,615,False,,False,37.84,4.8343,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
271,5.5938,LOLGA,Sugar,1.79,32,False,,False,2.40,4.8360,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
272,5.6033,BuyBlox,Constellation,151.29,2700,False,,False,166.44,4.8442,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
273,5.6159,BuyBlox,Turkey,137.59,2450,False,,False,151.34,4.8551,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
274,5.6486,BuyBlox,Red Luger,2.09,37,False,,False,2.49,4.8834,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
275,5.6614,MM2Store,Alienbeam,118.89,2100,False,,False,95.52,4.8945,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
276,5.6843,BuyBlox,Spirit,34.39,605,False,,False,29.69,4.9142,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
277,5.6880,Bloxxer,Sunrise,63.99,1125,False,,False,62.29,4.9174,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
278,5.6905,LOLGA,Batwing,2.39,42,False,,False,3.84,4.9196,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
279,5.7000,StarPets,Tides,0.57,10,False,,False,0.99,4.9278,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
280,5.7049,BuyBlox,Rainbow,23.39,410,False,,False,23.39,4.9320,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
281,5.7143,StarPets,Ice Dragon,0.40,7,False,,True,0.89,4.9402,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
282,5.7143,Bloxxer,Celestial,140.00,2450,False,,False,140.00,4.9402,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
283,5.7172,BuyBlox,Borealis,8.29,145,False,,False,9.14,4.9427,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
284,5.7222,StarPets,Icebeam,1.03,18,False,,False,1.89,4.9470,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
285,5.7250,BuyBlox,Chroma Laser,2.29,40,False,,False,2.69,4.9494,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
286,5.7500,BuyBlox,Battleaxe,0.69,12,False,,False,0.99,4.9710,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
287,5.7667,LOLGA,Sweet,8.65,150,False,,False,10.64,4.9854,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
288,5.7692,LOLGA,Heartblade,3.75,65,False,,False,5.04,4.9877,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
289,5.8000,StarPets,Flames,0.29,5,False,,True,0.89,5.0143,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
290,5.8152,Luger,Chroma Evergreen,2791.29,48000,False,,False,2392.59,5.0274,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
291,5.8235,LOLGA,Battleaxe II,0.99,17,False,,False,1.04,5.0346,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
292,5.8235,MM2Store,Pixel,0.99,17,False,,False,0.99,5.0346,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
293,5.8423,BuyBlox,Blizzard,15.19,260,False,,False,15.19,5.0508,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
294,5.8423,BuyBlox,Snowstorm,15.19,260,False,,False,16.69,5.0508,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
295,5.9000,BuyBlox,Fang,0.59,10,False,,False,0.69,5.1007,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
296,5.9129,MM2Store,Chroma Alienbeam,1419.09,24000,False,,False,1006.46,5.1118,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
297,5.9214,BuyBlox,Australis,8.29,140,False,,False,9.99,5.1192,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
298,5.9333,BuyBlox,Gemstone,0.89,15,False,,False,0.99,5.1295,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
299,5.9800,MM2Store,Chroma Luger,2.99,50,False,,False,2.99,5.1699,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
300,5.9833,BuyBlox,Chroma Lightbringer,3.59,60,False,,False,4.29,5.1728,0.86452840,ECB daily reference rate,2026-08-16T22:52:22.226537+00:00
